,Churn,genero,tem +65,possui_parceiro,possui_dependentes,tempo_cliente_meses,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_tv,streaming_filmes,tipo_contrato,fatura_digital,metodo_pagamento,gasto_mensal,gasto_total,contas_diarias
5802,1,Feminino,1,1,0,1,0,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,24.8,24.8,0.83
5803,1,Masculino,0,0,0,3,1,0,Fibra Opica,0,0,1,1,1,1,Mensal,1,Cheque eletrônico,98.7,293.65,3.29
5804,0,Feminino,0,1,1,64,1,1,Fibra Opica,1,0,0,1,1,1,Anual,1,Transferência bancária,104.4,6721.6,3.48
5805,0,Masculino,0,0,0,65,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Cartão de crédito,19.55,1218.65,0.65
5806,1,Feminino,0,0,0,9,1,1,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,94.75,889.9,3.16
5807,0,Feminino,0,0,0,60,1,1,DSL,1,0,1,1,0,0,Anual,0,Cheque eletrônico,64.75,4039.5,2.16
5808,0,Masculino,0,0,0,35,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Transferência bancária,21.45,705.45,0.72
5809,0,Masculino,0,0,0,11,0,0,DSL,0,1,1,0,0,0,Mensal,0,Cheque fisico,34.7,383.55,1.16
5810,1,Feminino,0,1,1,33,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Cheque fisico,24.5,740.3,0.82
5811,0,Feminino,0,0,0,36,1,0,DSL,1,1,1,1,1,1,Anual,0,Transferência bancária,85.85,3003.55,2.86
5812,0,Masculino,0,0,0,3,1,0,Fibra Opica,0,0,1,1,1,0,Mensal,1,Cheque fisico,89.85,244.45,2.99
5813,0,Masculino,0,0,0,31,1,0,Fibra Opica,0,0,1,1,1,1,Bienal,0,Transferência bancária,99.45,3109.9,3.32
5814,0,Masculino,0,0,0,27,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cartão de crédito,19.4,460.25,0.65
5815,1,Feminino,1,0,0,40,1,0,Fibra Opica,1,1,0,0,0,0,Mensal,1,Cartão de crédito,79.2,3233.85,2.64
5816,1,Feminino,0,1,1,3,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque fisico,44.3,134.5,1.48
5817,0,Feminino,0,0,0,52,0,0,DSL,1,1,0,1,0,0,Bienal,0,Cheque fisico,39.1,1982.1,1.3
5818,0,Masculino,0,0,1,21,1,1,Fibra Opica,1,0,0,0,0,0,Mensal,0,Cheque eletrônico,80.35,1747.2,2.68
5819,0,Feminino,0,1,0,24,1,1,DSL,1,1,1,0,0,0,Mensal,0,Cheque fisico,66.3,1559.45,2.21
5820,0,Masculino,0,1,0,67,1,1,Fibra Opica,0,1,0,0,1,0,Anual,1,Transferência bancária,88.4,5798.3,2.95
5821,0,Masculino,0,0,0,10,1,1,DSL,1,0,0,0,0,0,Mensal,1,Cartão de crédito,54.5,568.2,1.82
5822,0,Masculino,0,0,0,8,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,0,Transferência bancária,70.7,553.4,2.36
5824,0,Masculino,0,0,0,6,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,18.95,110.15,0.63
5825,1,Feminino,0,0,0,21,1,1,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,97.35,2119.5,3.24
5826,0,Masculino,0,1,1,65,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,19.9,1292.6,0.66
5827,0,Masculino,0,1,1,72,1,1,Fibra Opica,0,0,0,0,0,1,Bienal,1,Cartão de crédito,84.5,6130.85,2.82
5828,0,Feminino,0,0,1,66,1,1,Fibra Opica,1,0,1,1,0,0,Bienal,1,Cartão de crédito,90.95,5930.05,3.03
5829,0,Masculino,0,1,0,66,1,1,DSL,1,1,1,1,1,1,Bienal,0,Transferência bancária,91.7,6075.9,3.06
5830,0,Masculino,0,0,0,47,1,1,Fibra Opica,0,1,1,0,1,1,Anual,1,Cheque eletrônico,103.1,4889.3,3.44
5831,0,Masculino,0,0,0,4,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cartão de crédito,20.7,83.75,0.69
5832,0,Masculino,0,0,1,21,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,19.6,397,0.65
5833,0,Feminino,0,1,0,25,1,0,Fibra Opica,0,0,1,0,0,0,Mensal,1,Cheque eletrônico,74.6,1797.75,2.49
5834,1,Masculino,0,0,0,24,1,1,Fibra Opica,0,1,0,0,1,0,Mensal,1,Cartão de crédito,90.55,2282.55,3.02
5836,0,Feminino,0,1,1,72,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,24.9,1859.2,0.83
5837,0,Feminino,0,0,0,36,1,0,Fibra Opica,0,1,0,0,1,1,Mensal,1,Cartão de crédito,94.8,3565.65,3.16
5838,0,Masculino,0,1,1,49,0,0,DSL,1,0,0,0,0,1,Mensal,1,Cheque eletrônico,39.2,1838.15,1.31
5839,1,Masculino,0,0,0,1,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cheque fisico,19.6,19.6,0.65
5840,0,Masculino,0,1,1,18,1,0,DSL,1,0,1,1,1,1,Mensal,0,Cheque eletrônico,83.25,1611.15,2.78
5841,0,Masculino,0,1,1,15,1,0,Fibra Opica,1,0,0,0,0,0,Mensal,0,Cheque fisico,75.1,1151.55,2.5
5842,1,Masculino,0,1,0,8,1,0,Fibra Opica,1,0,0,0,0,0,Mensal,0,Cheque eletrônico,75.0,632.95,2.5
5843,0,Masculino,0,1,0,8,1,1,Fibra Opica,0,0,0,0,0,1,Mensal,1,Transferência bancária,85.65,659.45,2.86
5844,0,Masculino,1,0,0,54,1,0,DSL,0,0,1,1,0,1,Anual,0,Transferência bancária,65.25,3529.95,2.17
5845,0,Masculino,0,1,0,42,1,1,DSL,1,0,0,0,0,0,Anual,0,Cartão de crédito,56.1,2386.85,1.87
5846,0,Feminino,0,1,1,13,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Transferência bancária,25.0,332.5,0.83
5847,0,Feminino,0,0,0,66,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Cartão de crédito,25.15,1683.6,0.84
5848,0,Feminino,0,1,0,63,1,1,Fibra Opica,0,0,0,1,0,0,Anual,1,Cartão de crédito,81.2,4965.1,2.71
5849,0,Masculino,0,0,0,71,1,1,DSL,1,1,1,1,0,1,Bienal,0,Transferência bancária,80.6,5708.2,2.69
5850,0,Feminino,0,1,0,15,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cartão de crédito,20.45,330.8,0.68
5851,1,Feminino,1,0,0,1,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,69.95,69.95,2.33
5852,0,Feminino,0,0,0,10,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,21.2,222.65,0.71
5853,0,Feminino,0,0,0,2,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.1,39.8,0.67
5854,0,Feminino,0,0,0,15,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Transferência bancária,25.05,369.1,0.84
5855,0,Feminino,0,1,0,53,1,0,Fibra Opica,1,1,1,1,1,1,Anual,0,Cheque eletrônico,110.5,5835.5,3.68
5856,1,Masculino,0,0,0,14,0,0,DSL,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,50.75,712.75,1.69
5857,0,Feminino,0,1,1,35,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,19.65,708.8,0.65
5858,1,Masculino,1,0,0,15,1,1,Fibra Opica,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,80.2,1217.25,2.67
5859,0,Feminino,1,0,0,43,1,1,Fibra Opica,0,1,0,0,1,0,Mensal,1,Cheque eletrônico,90.25,3838.75,3.01
5860,0,Feminino,0,1,1,72,1,1,Fibra Opica,1,1,1,1,1,1,Bienal,1,Cheque eletrônico,115.5,8425.15,3.85
5861,0,Masculino,1,0,0,55,1,1,Fibra Opica,1,1,1,1,1,1,Mensal,1,Cheque eletrônico,116.5,6382.55,3.88
5862,0,Feminino,1,1,0,66,1,1,DSL,0,1,1,0,1,0,Anual,1,Transferência bancária,70.85,4738.85,2.36
5863,1,Feminino,1,0,0,23,1,0,Fibra Opica,0,1,0,0,1,1,Mensal,1,Cheque eletrônico,94.75,2293.6,3.16
5864,0,Feminino,0,1,0,40,1,1,DSL,0,1,0,0,0,0,Mensal,0,Cartão de crédito,56.6,2379.1,1.89
5865,1,Masculino,0,1,0,42,1,1,Fibra Opica,0,1,1,1,0,1,Mensal,1,Cheque eletrônico,99.45,4138.05,3.32
5866,1,Feminino,1,0,0,15,1,0,Fibra Opica,0,1,0,0,0,0,Mensal,1,Cartão de crédito,75.3,1147.45,2.51
5867,0,Masculino,0,0,0,22,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,19.6,422.5,0.65
5868,0,Feminino,1,1,0,56,1,1,Fibra Opica,0,0,0,1,0,0,Mensal,1,Transferência bancária,76.85,4275.75,2.56
5869,0,Feminino,1,0,0,72,1,1,Fibra Opica,1,1,1,1,0,1,Bienal,1,Transferência bancária,107.4,7748.75,3.58
5870,0,Masculino,0,1,1,62,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Transferência bancária,24.25,1424.6,0.81
5872,0,Masculino,1,1,0,71,1,1,Fibra Opica,1,1,1,1,1,1,Bienal,1,Transferência bancária,115.05,8016.6,3.84
5873,0,Feminino,0,1,1,39,1,0,DSL,0,0,1,0,1,0,Mensal,1,Cheque fisico,59.85,2341.5,2.0
5874,0,Masculino,0,1,0,50,1,1,Fibra Opica,1,0,1,0,1,1,Anual,1,Cheque eletrônico,103.95,5231.3,3.47
5875,0,Feminino,0,0,0,55,1,1,Fibra Opica,1,0,1,0,0,0,Anual,1,Cartão de crédito,84.25,4589.85,2.81
5876,1,Masculino,0,1,0,40,0,0,DSL,1,1,1,0,0,0,Anual,1,Cheque eletrônico,42.35,1716.45,1.41
5877,0,Feminino,0,0,0,6,1,0,Fibra Opica,0,0,1,1,0,1,Mensal,1,Cheque eletrônico,89.25,487.05,2.98
5878,0,Feminino,0,1,1,72,1,0,DSL,1,1,1,0,0,1,Bienal,0,Cartão de crédito,68.75,4888.2,2.29
5879,0,Masculino,0,1,0,69,0,0,DSL,1,0,1,1,1,1,Bienal,0,Transferência bancária,60.25,4055.5,2.01
5880,0,Feminino,0,0,0,1,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,0,Cheque fisico,71.1,71.1,2.37
5881,0,Masculino,1,1,0,63,1,1,Fibra Opica,1,1,1,0,1,1,Bienal,0,Cartão de crédito,108.5,6991.9,3.62
5882,1,Masculino,0,0,0,1,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque fisico,71.35,71.35,2.38
5883,0,Masculino,0,0,0,66,1,1,Sem servico de internet,0,0,0,0,0,0,Anual,0,Transferência bancária,25.45,1699.15,0.85
5884,0,Masculino,0,1,1,63,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,19.55,1245.6,0.65
5885,0,Masculino,0,1,1,12,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,21.15,306.05,0.7
5886,0,Masculino,0,1,0,62,0,0,DSL,1,1,0,1,0,0,Bienal,1,Cartão de crédito,38.6,2345.55,1.29
5887,0,Masculino,0,0,0,1,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.2,20.2,0.67
5888,0,Masculino,0,1,1,10,1,0,DSL,0,0,1,0,1,0,Mensal,0,Cheque fisico,60.2,563.5,2.01
5889,0,Masculino,1,0,0,49,1,1,DSL,1,1,1,1,0,1,Bienal,0,Cartão de crédito,81.35,4060.9,2.71
5890,0,Feminino,0,0,1,22,0,0,DSL,0,0,1,0,1,1,Anual,1,Cartão de crédito,49.45,1031.4,1.65
5891,0,Feminino,0,1,1,62,1,0,DSL,1,0,1,0,0,0,Anual,0,Cartão de crédito,54.75,3425.35,1.82
5892,1,Feminino,1,0,0,1,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,70.55,70.55,2.35
5893,1,Feminino,0,1,0,6,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Transferência bancária,19.5,146.3,0.65
5894,0,Masculino,1,0,0,54,1,1,Fibra Opica,0,1,0,0,0,1,Mensal,1,Cheque eletrônico,90.05,4931.8,3.0
5895,1,Feminino,0,0,0,1,1,0,Fibra Opica,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,79.65,79.65,2.66
5896,1,Feminino,1,0,0,9,1,1,Fibra Opica,0,0,0,0,0,1,Mensal,1,Cheque eletrônico,84.45,762.5,2.82
5897,0,Feminino,1,0,1,33,1,1,Fibra Opica,0,1,1,0,1,1,Mensal,1,Transferência bancária,105.35,3465.05,3.51
5898,0,Masculino,0,0,0,64,1,1,DSL,0,1,1,1,1,1,Bienal,0,Cartão de crédito,86.55,5632.55,2.88
5899,1,Masculino,1,0,0,1,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,69.65,69.65,2.32
5900,1,Feminino,1,0,0,27,1,1,Fibra Opica,0,0,0,0,0,1,Mensal,1,Cheque eletrônico,85.25,2287.25,2.84
5901,1,Masculino,0,0,0,16,1,0,Fibra Opica,1,0,0,0,1,1,Mensal,1,Cheque eletrônico,94.25,1483.25,3.14
5902,0,Masculino,0,0,1,1,1,0,DSL,0,0,1,0,0,0,Mensal,1,Cheque eletrônico,49.85,49.85,1.66
5903,0,Masculino,1,0,0,65,1,0,Fibra Opica,0,1,1,0,1,1,Mensal,1,Transferência bancária,99.1,6496.15,3.3
5904,0,Feminino,1,0,0,71,1,1,Fibra Opica,1,1,0,1,1,0,Anual,1,Cartão de crédito,99.65,7181.25,3.32
5905,1,Feminino,0,0,0,10,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,74.75,799.65,2.49
5906,1,Feminino,0,0,0,13,0,0,DSL,0,0,0,0,0,1,Mensal,1,Cheque eletrônico,35.1,446.1,1.17
5907,0,Feminino,0,1,1,24,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Cartão de crédito,21.1,490.65,0.7
5908,0,Feminino,0,1,1,67,0,0,DSL,1,0,0,1,0,0,Bienal,0,Cartão de crédito,35.7,2545.7,1.19
5909,0,Masculino,0,0,0,14,0,0,DSL,0,1,0,0,0,0,Mensal,1,Cheque fisico,31.1,419.7,1.04
5910,0,Masculino,1,1,0,24,0,0,DSL,0,0,1,1,0,0,Mensal,0,Cheque fisico,34.25,828.2,1.14
5911,0,Feminino,0,0,0,70,1,1,Fibra Opica,1,1,1,0,1,1,Bienal,1,Cheque fisico,111.15,7737.55,3.7
5912,1,Feminino,0,0,0,1,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cheque fisico,20.3,20.3,0.68
5913,0,Masculino,1,1,0,9,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cartão de crédito,19.85,183.15,0.66
5914,0,Masculino,0,0,0,10,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,19.5,225.85,0.65
5915,1,Masculino,0,1,0,65,1,1,Fibra Opica,1,1,1,0,0,0,Anual,0,Cheque eletrônico,89.75,5769.6,2.99
5916,1,Masculino,1,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,45.1,45.1,1.5
5917,0,Feminino,0,0,0,30,1,1,DSL,1,0,1,0,1,1,Anual,1,Cartão de crédito,79.3,2427.1,2.64
5918,0,Masculino,0,0,1,13,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque fisico,44.0,659.35,1.47
5919,1,Masculino,0,0,0,4,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,74.35,265.35,2.48
5920,0,Feminino,0,0,0,11,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,20.0,211.95,0.67
5921,0,Feminino,0,1,0,62,1,1,Fibra Opica,1,1,1,1,1,1,Bienal,0,Cheque fisico,113.95,6891.4,3.8
5922,1,Masculino,0,0,0,2,1,0,Fibra Opica,0,0,0,0,0,1,Mensal,1,Cheque eletrônico,80.2,181.1,2.67
5923,0,Masculino,0,0,0,9,1,0,Fibra Opica,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,94.05,811.65,3.14
5924,0,Feminino,1,0,0,71,1,1,Fibra Opica,0,0,1,0,1,1,Bienal,0,Transferência bancária,104.05,7413.55,3.47
5925,0,Masculino,0,1,0,58,1,1,Fibra Opica,0,0,1,0,1,1,Anual,0,Cartão de crédito,100.35,5681.1,3.34
5926,0,Masculino,0,0,0,72,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Transferência bancária,24.75,1777.6,0.82
5927,0,Feminino,0,0,0,10,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque fisico,45.25,428.7,1.51
5928,0,Feminino,0,0,0,19,1,0,DSL,0,0,0,0,0,1,Mensal,1,Cheque eletrônico,56.2,1093.4,1.87
5929,0,Masculino,0,1,1,59,1,0,DSL,0,1,1,1,1,1,Anual,0,Cartão de crédito,76.75,4541.9,2.56
5930,0,Masculino,0,0,0,54,1,0,DSL,1,1,0,1,1,0,Mensal,1,Cheque fisico,69.9,3883.3,2.33
5931,1,Feminino,1,0,0,4,1,1,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,95.45,396.1,3.18
5932,0,Feminino,0,1,0,42,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque eletrônico,25.25,1108.2,0.84
5933,0,Masculino,0,1,1,48,1,1,Fibra Opica,1,1,1,1,1,1,Bienal,0,Cartão de crédito,111.8,5443.65,3.73
5934,0,Feminino,0,0,1,43,1,0,DSL,1,1,0,0,0,1,Mensal,1,Cheque eletrônico,63.95,2737.05,2.13
5935,0,Masculino,0,1,1,68,1,1,DSL,1,1,1,1,1,1,Bienal,1,Cartão de crédito,88.85,6132.7,2.96
5936,0,Feminino,0,0,0,12,1,1,Fibra Opica,1,0,0,0,0,0,Mensal,1,Cheque eletrônico,79.8,1001.2,2.66
5937,0,Masculino,0,1,0,38,0,0,DSL,1,1,0,1,1,1,Bienal,1,Transferência bancária,60.0,2193.2,2.0
5938,0,Masculino,1,1,0,14,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,75.1,1013.35,2.5
5939,0,Masculino,0,1,0,72,1,1,Fibra Opica,0,1,1,0,1,1,Bienal,1,Transferência bancária,106.3,7565.35,3.54
5940,0,Feminino,0,1,1,11,0,0,DSL,1,0,0,0,1,1,Mensal,0,Cheque eletrônico,50.55,565.35,1.68
5941,0,Masculino,0,0,0,17,1,0,DSL,1,1,0,0,0,0,Anual,0,Cheque fisico,56.1,946.95,1.87
5942,0,Feminino,0,0,0,10,0,0,DSL,1,1,1,0,0,0,Mensal,0,Transferência bancária,40.7,449.3,1.36
5943,1,Masculino,0,0,0,4,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Transferência bancária,72.2,305.55,2.41
5944,1,Masculino,1,1,0,39,1,1,Fibra Opica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,105.65,4284.8,3.52
5945,1,Masculino,1,0,0,23,1,1,Fibra Opica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,106.4,2483.5,3.55
5946,0,Masculino,0,1,1,9,1,0,Fibra Opica,0,1,0,1,1,1,Mensal,1,Cheque eletrônico,101.5,906.85,3.38
5947,0,Masculino,0,1,1,4,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque fisico,69.55,284.9,2.32
5948,0,Feminino,0,1,1,36,1,1,Fibra Opica,1,0,1,0,1,1,Mensal,1,Cartão de crédito,104.5,3684.95,3.48
5949,0,Feminino,0,0,0,6,0,0,DSL,0,0,0,1,1,1,Anual,1,Cheque fisico,49.25,255.6,1.64
5950,0,Feminino,0,1,0,72,1,1,DSL,1,0,1,1,1,1,Bienal,1,Transferência bancária,84.9,6065.3,2.83
5951,1,Feminino,0,0,0,7,1,1,Fibra Opica,1,0,0,0,0,0,Mensal,1,Cheque fisico,79.65,604.7,2.66
5952,0,Feminino,0,1,1,56,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,20.05,1090.1,0.67
5953,0,Feminino,0,0,0,6,1,0,Fibra Opica,0,1,0,0,0,1,Mensal,1,Cheque fisico,85.95,514.6,2.86
5954,0,Feminino,1,0,0,49,1,1,Fibra Opica,1,1,1,1,0,1,Anual,0,Transferência bancária,103.0,5166.2,3.43
5955,0,Masculino,0,0,0,15,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,19.75,311.6,0.66
5956,0,Feminino,0,1,1,23,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Cheque fisico,19.65,451.55,0.65
5957,0,Feminino,0,0,0,54,1,0,DSL,1,0,1,1,1,1,Bienal,0,Cheque eletrônico,80.6,4299.95,2.69
5958,0,Feminino,0,1,0,71,1,0,DSL,1,0,1,1,1,1,Bienal,0,Transferência bancária,81.85,5924.4,2.73
5959,0,Masculino,0,0,0,34,1,0,DSL,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,49.8,1734.2,1.66
5960,0,Feminino,0,1,1,42,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque eletrônico,22.95,1014.25,0.76
5961,0,Masculino,0,1,1,8,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,19.6,125,0.65
5962,0,Masculino,0,0,0,39,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cartão de crédito,73.15,2730.85,2.44
5963,1,Feminino,0,0,0,1,1,1,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,93.85,93.85,3.13
5964,0,Masculino,0,0,0,2,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,19.85,51.6,0.66
5965,0,Feminino,1,0,0,50,1,1,Fibra Opica,0,1,0,1,1,1,Anual,1,Cheque eletrônico,106.8,5347.95,3.56
5966,0,Feminino,0,1,0,72,1,1,Fibra Opica,0,1,0,0,1,1,Bienal,1,Cartão de crédito,97.7,6869.7,3.26
5967,1,Feminino,0,1,0,24,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cartão de crédito,75.4,1747.85,2.51
5968,0,Masculino,0,0,0,11,0,0,DSL,0,1,0,1,0,0,Mensal,1,Cheque eletrônico,35.65,425.1,1.19
5969,0,Feminino,0,0,0,7,1,0,DSL,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,66.85,458.1,2.23
5970,0,Masculino,0,0,0,7,1,1,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,94.1,701.3,3.14
5971,0,Feminino,0,1,1,59,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,20.6,1286,0.69
5972,0,Masculino,0,1,1,66,0,0,DSL,0,1,1,0,1,1,Bienal,1,Cartão de crédito,56.75,3708.4,1.89
5973,0,Feminino,0,1,1,72,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Transferência bancária,23.75,1679.25,0.79
5974,0,Masculino,1,1,0,33,1,0,Fibra Opica,1,1,0,1,0,1,Anual,1,Cheque eletrônico,93.55,3055.5,3.12
5975,1,Feminino,1,1,0,66,1,1,DSL,0,1,1,0,1,1,Bienal,1,Transferência bancária,80.55,5265.1,2.68
5976,0,Masculino,0,0,0,3,0,0,DSL,0,0,0,1,0,0,Mensal,0,Cheque eletrônico,30.4,82.15,1.01
5977,1,Feminino,0,0,0,11,1,1,Fibra Opica,0,0,1,0,1,1,Mensal,1,Transferência bancária,97.85,1105.4,3.26
5978,0,Masculino,1,1,0,69,0,0,DSL,1,1,0,0,1,1,Bienal,0,Cartão de crédito,56.55,3952.65,1.88
5979,0,Feminino,0,1,1,24,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,19.7,452.55,0.66
5980,0,Feminino,0,0,0,31,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,20.9,689.35,0.7
5981,0,Feminino,0,1,0,70,1,1,DSL,1,1,1,1,1,1,Bienal,1,Cartão de crédito,94.8,6859.05,3.16
5982,1,Masculino,0,0,0,46,1,1,Fibra Opica,1,1,0,0,0,1,Mensal,1,Cheque eletrônico,93.7,4154.8,3.12
5983,0,Feminino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensal,1,Cartão de crédito,44.55,44.55,1.48
5984,0,Feminino,0,1,1,68,0,0,DSL,0,1,1,1,1,1,Bienal,0,Cartão de crédito,60.3,4109,2.01
5985,1,Feminino,0,0,0,28,1,1,Fibra Opica,0,1,0,0,0,1,Mensal,1,Cheque eletrônico,89.95,2625.55,3.0
5986,1,Masculino,0,0,0,12,1,0,DSL,0,0,0,1,0,0,Mensal,0,Transferência bancária,50.25,593.75,1.68
5987,1,Feminino,0,0,0,2,1,0,Fibra Opica,0,0,0,0,0,1,Mensal,0,Cheque eletrônico,80.75,159.45,2.69
5988,0,Masculino,0,1,1,62,1,0,DSL,1,0,1,1,0,1,Anual,0,Cartão de crédito,71.4,4487.3,2.38
5989,1,Masculino,0,1,0,6,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,75.5,438,2.52
5990,0,Feminino,0,1,0,4,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Transferência bancária,20.5,79.05,0.68
5991,0,Feminino,0,0,0,53,1,1,Fibra Opica,1,1,1,0,0,0,Mensal,0,Cheque eletrônico,90.8,4921.2,3.03
5992,0,Feminino,1,0,0,32,1,0,Fibra Opica,0,0,0,0,1,1,Mensal,0,Cheque eletrônico,90.95,2897.95,3.03
5993,0,Masculino,0,0,0,41,0,0,DSL,0,0,1,0,1,1,Anual,1,Cheque eletrônico,51.35,2075.1,1.71
5994,0,Feminino,0,0,0,52,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,20.65,1022.95,0.69
5995,0,Feminino,0,1,1,24,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,19.9,533.5,0.66
5996,0,Feminino,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Bienal,1,Transferência bancária,93.25,6688.95,3.11
5997,0,Feminino,0,1,1,14,1,1,DSL,0,1,0,1,1,1,Mensal,0,Cartão de crédito,80.45,1137.05,2.68
5998,1,Masculino,0,0,0,67,1,1,Fibra Opica,1,1,1,1,1,1,Anual,1,Transferência bancária,118.35,7804.15,3.94
5999,0,Feminino,0,1,0,21,1,0,DSL,1,0,1,1,1,1,Anual,0,Cheque fisico,80.9,1714.95,2.7
6000,0,Masculino,0,1,0,71,1,1,DSL,1,0,1,1,1,1,Bienal,0,Cheque eletrônico,83.2,6126.1,2.77
6001,0,Masculino,0,1,1,25,1,1,DSL,0,0,0,0,1,0,Mensal,0,Cheque eletrônico,60.35,1404.65,2.01
6002,0,Masculino,0,0,0,1,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.25,20.25,0.68
6003,0,Feminino,0,0,0,23,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Transferência bancária,20.3,470.6,0.68
6004,0,Masculino,1,1,1,72,0,0,DSL,1,1,1,1,1,1,Bienal,1,Transferência bancária,64.8,4732.35,2.16
